orthographe;classe;freqfilms;nblettres
distinguons;VER;0.01;11
distinguos;NOM;0.02;10
distinguât;VER;0;10
distinguèrent;VER;0;13
distingué;VER;1.04;9
distingué;ADJ;2.81;9
distinguée;VER;0.22;10
distinguée;ADJ;1.23;10
distinguées;VER;0.01;11
distinguées;ADJ;0.21;11
distingués;VER;0.14;10
distingués;ADJ;0.8;10
distord;VER;0;7
distordant;VER;0;10
distordre;VER;0.01;9
distordu;VER;0.02;8
distordue;VER;0.06;9
distordues;VER;0;10
distorsion;NOM;0.8;10
distorsions;NOM;0.26;11
distraction;NOM;2.8;11
distractions;NOM;1.18;12
distractives;ADJ;0;12
distraie;VER;0.02;8
distraient;VER;0.37;10
distraies;VER;0.01;9
distraira;VER;0.41;9
distrairaient;VER;0;13
distrairait;VER;0.05;11
distraire;VER;7.56;9
distrairont;VER;0.01;11
distrais;VER;0.76;8
distrait;VER;4.45;8
distrait;ADJ;1.31;8
distrait;NOM;0.47;8
distraite;VER;1.2;9
distraite;ADJ;0.58;9
distraitement;ADV;0.11;13
distraites;VER;0.05;10
distraites;ADJ;0.01;10
distraits;VER;0.29;9
distraits;ADJ;0.23;9
distraits;NOM;0.05;9
distrayaient;VER;0;12
distrayais;VER;0.04;10
distrayait;VER;0.15;10
distrayant;VER;0.19;10
distrayant;ADJ;0.64;10
distrayante;ADJ;0.25;11
distrayantes;ADJ;0.03;12
distrayants;ADJ;0.03;11
distrayez;VER;0.34;9
distrayons;VER;0.11;10
distribua;VER;0.18;9
distribuai;VER;0;10
distribuaient;VER;0.18;13
distribuais;VER;0.14;11
distribuait;VER;0.41;11
distribuant;VER;0.31;11
distribue;VER;2;9
distribuent;VER;0.42;11
distribuer;VER;4.9;10
distribuera;VER;0.15;11
distribuerai;VER;0.36;12
distribuerais;VER;0.02;13
distribuerait;VER;0;13
distribuerez;VER;0.19;12
distribuerions;VER;0;14
distribuerons;VER;0.02;13
distribueront;VER;0.04;13
distribues;VER;0.56;10
distribuez;VER;0.91;10
distribuiez;VER;0.01;11
distribuions;VER;0.01;12
distribuons;VER;0.1;11
distributeur;NOM;6.03;12
distributeurs;NOM;1.84;13
distribution;NOM;4.63;12
distributions;NOM;0.14;13
distributive;ADJ;0;12
distributrice;ADJ;0;13
distributrice;NOM;0.02;13
distribuât;VER;0;10
distribuèrent;VER;0;13
distribué;VER;2.17;9
distribué;ADJ;0.06;9
distribuée;VER;0.35;10
distribuée;ADJ;0.01;10
distribuées;VER;0.34;11
distribuées;ADJ;0.02;11
distribués;VER;0.28;10
distribués;ADJ;0.16;10
district;NOM;5.85;8
districts;NOM;0.29;9
dit;VER;2146.01;3
dit;ADJ;9.71;3
dit;NOM;7.25;3
dite;VER;4.53;4
dite;ADJ;0.95;4
dites;VER;311.69;5
dites;ADJ;10.59;5
dithyrambe;NOM;0;10
dithyrambes;NOM;0;11
dithyrambique;ADJ;0.01;13
dithyrambiques;ADJ;0.02;14
dito;ADV;0;4
dits;VER;1.52;4
dits;ADJ;0;4
dits;NOM;0.02;4
diurnal;ADJ;0;7
diurne;ADJ;0.07;6
diurnes;ADJ;0.01;7
diurèse;NOM;0.07;7
diurétique;ADJ;0.14;10
diurétique;NOM;0.08;10
diurétiques;ADJ;0.14;11
diurétiques;NOM;0.12;11
diva;NOM;3.6;4
divagant;ADJ;0;8
divagants;ADJ;0;9
divagation;NOM;0;10
divagations;NOM;0.53;11
divaguaient;VER;0;11
divaguait;VER;0.19;9
divaguant;VER;0.03;9
divague;VER;1.27;7
divaguent;VER;0.01;9
divaguer;VER;0.44;8
divagues;VER;0.59;8
divaguez;VER;0.32;8
divagué;VER;0.07;7
divan;NOM;4.89;5
divans;NOM;0.03;6
divas;NOM;0.56;5
dive;ADJ;0;4
diverge;VER;0.17;7
divergeaient;VER;0.03;12
divergeait;VER;0.01;10
divergeant;VER;0;10
divergence;NOM;0.41;10
divergences;NOM;0.77;11
divergent;VER;0.25;9
divergent;ADJ;0.07;9
divergente;ADJ;0.02;10
divergentes;ADJ;0.31;11
divergents;ADJ;0.03;10
divergeons;VER;0.02;10
diverger;VER;0.01;8
divergez;VER;0.01;8
divergions;VER;0.01;10
divergé;VER;0.06;7
divers;ADJ;2.18;6
divers;ADJ:ind;3.6;6
diverse;ADJ;0.03;7
diversement;ADV;0.04;11
diverses;ADJ;1.47;8
diverses;ADJ:ind;3.08;8
diversifiant;VER;0;12
diversification;NOM;0.14;15
diversifie;VER;0.09;10
diversifient;VER;0.04;12
diversifier;VER;0.23;11
diversifié;VER;0.05;10
diversifiée;VER;0.06;11
diversifiées;VER;0.03;12
diversifiés;VER;0.05;11
diversion;NOM;4.26;9
diversions;NOM;0.07;10
diversité;NOM;1.01;9
diversités;NOM;0.01;10
diverti;VER;0.28;7
diverticule;NOM;0.03;11
diverticulose;NOM;0.04;13
divertie;VER;0.08;8
divertimento;NOM;0;12
divertir;VER;2.71;8
divertira;VER;0.01;9
divertirait;VER;0.02;11
divertirent;VER;0;11
divertirons;VER;0.11;11
divertiront;VER;0.03;11
divertis;VER;0.45;8
divertissaient;VER;0.02;14
divertissais;VER;0.01;12
divertissait;VER;0.03;12
divertissant;VER;0.05;12
divertissant;ADJ;0.95;12
divertissante;ADJ;0.26;13
divertissantes;ADJ;0.04;14
divertissants;ADJ;0.19;13
divertissement;NOM;3.67;14
divertissements;NOM;0.55;15
divertissent;VER;0.14;12
divertissez;VER;0.17;11
divertissons;VER;0;12
divertit;VER;0.38;8
dividende;NOM;0.03;9
dividendes;NOM;0.55;10
divin;ADJ;10.01;5
divination;NOM;0.54;10
divinations;NOM;0.02;11
divinatoire;ADJ;0;11
divinatoires;ADJ;0.04;12
divinatrice;ADJ;0;11
divinatrices;ADJ;0;12
divine;ADJ;14;6
divinement;ADV;1.14;10
divines;ADJ;1.42;7
divinisaient;VER;0;12
divinisant;ADJ;0;10
divinise;VER;0;8
divinisez;VER;0;9
divinisé;VER;0;8
divinisée;VER;0;9
divinité;NOM;2.31;8
divinités;NOM;0.22;9
divins;ADJ;1.12;6
divisa;VER;0.15;6
divisaient;VER;0.03;10
divisais;VER;0;8
divisait;VER;0.17;8
divisant;VER;0.3;8
divise;ADJ;0;6
divise;VER;1.73;6
divisent;VER;0.7;8
diviser;VER;2.11;7
divisera;VER;0.14;8
diviserais;VER;0.1;10
diviserait;VER;0.02;10
divises;ADJ;0.01;7
divises;VER;0.2;7
diviseur;NOM;0.01;8
diviseuse;NOM;0;9
divisez;VER;0.3;7
divisible;ADJ;0.17;9
divisibles;ADJ;0.06;10
division;NOM;11.6;8
divisionnaire;ADJ;1.02;13
divisionnaire;NOM;2.25;13
divisionnaires;ADJ;0.01;14
divisionnaires;NOM;0;14
divisionnisme;NOM;0;13
divisions;VER;0;9
divisions;NOM;1.48;9
divisons;VER;0.1;8
divisèrent;VER;0;10
divisé;VER;1.85;6
divisé;ADJ;0.41;6
divisée;VER;1.17;7
divisée;ADJ;0.11;7
divisées;VER;0.23;8
divisées;ADJ;0.11;8
divisés;VER;0.84;7
divisés;ADJ;0.03;7
divorce;NOM;21.64;7
divorce;VER;2.18;7
divorcent;VER;0.67;9
divorcer;VER;12.03;8
divorcera;VER;0.32;9
divorcerai;VER;0.41;10
divorcerais;VER;0.3;11
divorcerait;VER;0.07;11
divorceras;VER;0.02;10
divorcerez;VER;0.02;10
divorceriez;VER;0.01;11
divorcerons;VER;0;11
divorceront;VER;0.1;11
divorces;NOM;1.58;8
divorces;VER;0.58;8
divorcez;VER;0.67;8
divorciez;VER;0.04;9
divorcions;VER;0.1;10
divorcèrent;VER;0.02;11
divorcé;VER;6.04;7
divorcé;ADJ;0.91;7
divorcé;NOM;0.89;7
divorcée;VER;1.58;8
divorcée;ADJ;0.42;8
divorcée;NOM;1.01;8
divorcées;VER;0.04;9
divorcées;ADJ;0.14;9
divorcées;NOM;0.05;9
divorcés;VER;1.5;8
divorcés;ADJ;0.16;8
divorcés;NOM;0.42;8
divorça;VER;0.14;7
divorçaient;VER;0.04;11
divorçait;VER;0.12;9
divorçant;VER;0.04;9
divorçons;VER;0.48;9
divulgation;NOM;0.33;11
divulguait;VER;0;10
divulguant;VER;0;10
divulgue;VER;0.27;8
divulguer;VER;1.06;9
divulguera;VER;0.04;10
divulguez;VER;0.09;9
divulguons;VER;0.05;10
divulgué;VER;0.71;8
divulguée;VER;0.08;9
divulguées;VER;0.06;10
divulgués;VER;0.11;9
dix;ADJ:num;118.29;3
dix-cors;NOM;0.03;8
dix-huit;ADJ:num;4.44;8
dix-huitième;ADJ;0.04;12
dix-huitième;NOM;0.16;12
dix-neuf;ADJ:num;2.11;8
dix-neuvième;ADJ;0.15;12
dix-neuvième;NOM;0.01;12
dix-sept;ADJ:num;3.69;8
dix-septième;ADJ;0.22;12
dix-septième;NOM;0.04;12
dixie;NOM;1.4;5
dixieland;NOM;0.14;9
dixit;ADJ;0.54;5
dixième;ADJ;1.73;7
dixième;NOM;1.37;7
dixièmement;ADV;0.02;11
dixièmes;ADJ;0.02;8
dixièmes;NOM;0.23;8
dizain;NOM;0.14;6
dizaine;NOM;5.87;7
dizaines;NOM;5.21;8
dièdre;NOM;0;6
dièdres;NOM;0;7
dièse;NOM;0.25;5
dièse;VER;0.51;5
dièses;NOM;0.02;6
dièses;VER;0;6
diète;NOM;0.42;5
diérèses;NOM;0;8
diéthylénique;ADJ;0.01;13
diététicien;NOM;0.03;11
diététicienne;NOM;0.06;13
diététiciens;NOM;0;12
diététique;ADJ;0.96;10
diététique;NOM;0.12;10
diététiques;ADJ;0.07;11
diététiste;NOM;0.01;10
djebel;NOM;0;6
djebels;NOM;0;7
djellaba;NOM;0.15;8
djellabas;NOM;0.16;9
djemââ;NOM;0;6
djihad;NOM;0.43;6
djihads;NOM;0.01;7
djinn;NOM;0.34;5
djinns;NOM;0.02;6
dm;ADJ:num;0.4;2
dna;NOM;0.09;3
do;NOM;16.66;2
doberman;NOM;0.69;8
dobermans;NOM;0.33;9
doc;NOM;4.04;3
doche;NOM;0;5
docile;ADJ;1.68;6
docilement;ADV;0.07;10
dociles;ADJ;0.44;7
docilité;NOM;0.14;8
dock;NOM;0.92;4
docker;NOM;0.39;6
dockers;NOM;0.51;7
docks;NOM;2.18;5
docte;ADJ;0.17;5
docte;NOM;0;5
doctement;ADV;0;9
doctes;ADJ;0.01;6
doctes;NOM;0;6
docteur;NOM;223.48;7
docteurs;NOM;9.72;8
doctissime;ADJ;0.03;10
doctoral;ADJ;0;8
doctorale;ADJ;0;9
doctorat;NOM;3.76;8
doctorats;NOM;0.31;9
doctoresse;NOM;0.66;10
doctrina;VER;0;8
doctrinaire;ADJ;0.02;11
doctrinaire;NOM;0;11
doctrinaires;NOM;0;12
doctrinal;ADJ;0;9
doctrinale;ADJ;0.01;10
doctrinales;ADJ;0;11
doctrine;NOM;1.54;8
doctrines;NOM;0.27;9
docudrame;NOM;0.03;9
document;NOM;9.34;8
documenta;VER;0.01;9
documentaire;ADJ;0.68;12
documentaire;NOM;4.13;12
documentaires;ADJ;0;13
documentaires;NOM;0.75;13
documentais;VER;0.01;11
documentait;VER;0.04;11
documentaliste;NOM;0.27;14
documentalistes;NOM;0.03;15
documentant;VER;0.05;11
documentariste;NOM;0.03;14
documentaristes;NOM;0.01;15
documentation;NOM;1.43;13
documentations;NOM;0.01;14
documente;VER;0.23;9
documentent;VER;0.01;11
documenter;VER;0.85;10
documenterai;VER;0;12
documentes;VER;0;10
documents;NOM;15.53;9
documenté;VER;0.22;9
documenté;ADJ;0.2;9
documentée;VER;0.06;10
documentée;ADJ;0.15;10
documentés;VER;0.05;10
documentés;ADJ;0.04;10
dodelinaient;VER;0;12
dodelinais;VER;0.01;10
dodelinait;VER;0;10
dodelinant;ADJ;0.01;10
dodelinant;VER;0.01;10
dodelinante;ADJ;0;11
dodelinantes;ADJ;0;12
dodeline;VER;0.01;8
dodelinent;VER;0;10
dodeliner;VER;0;9
dodelinèrent;VER;0;12
dodeliné;VER;0;8
dodine;VER;0;6
dodo;NOM;7.52;4
dodos;NOM;0.01;5
dodu;ADJ;0.34;4
dodue;ADJ;0.13;5
dodues;ADJ;0.2;6
dodus;ADJ;0.23;5
dodécagone;NOM;0;10
dodécaphoniste;NOM;0;14
dodécaèdre;NOM;0.03;10
dog-cart;NOM;0.04;8
dogaresse;NOM;0;9
dogaresses;NOM;0;10
doge;NOM;0.41;4
doges;NOM;0.11;5
dogger;NOM;0.14;6
dogmatique;ADJ;0.03;10
dogmatiques;ADJ;0.14;11
dogmatisme;NOM;0.1;10
dogme;NOM;0.49;5
dogmes;NOM;0.14;6
dogue;NOM;0.14;5
dogues;NOM;0;6
doguin;NOM;0;6
doigt;NOM;39.83;5
doigta;VER;0;6
doigtait;VER;0.01;8
doigter;VER;0.04;7
doigtier;NOM;0;8
doigts;NOM;45.86;6
doigté;VER;0.05;6
doigté;NOM;1;6
dois;VER;894.69;4
doit;VER;654.84;4
doit;NOM;0.25;4
doive;VER;5.5;5
doivent;VER;85.42;7
doives;VER;1.25;6
dojo;NOM;0.93;4
dol;NOM;0.34;3
dolby;NOM;0.05;5
dolce;ADV;1.53;5
dolent;ADJ;0;6
dolente;ADJ;0.27;7
dolentes;ADJ;0;8
dolents;ADJ;0;7
dolichocéphale;ADJ;0.1;14
dolichocéphales;ADJ;0;15
dolichocéphalie;NOM;0;15
doline;NOM;0.01;6
dolique;NOM;0.01;7
dollar;NOM;13.89;6
dollars;NOM;120.22;7
dolman;NOM;0;6
dolmans;NOM;0;7
dolmen;NOM;0;6
dolmens;NOM;0.01;7
dolomies;NOM;0.14;8
dolomite;NOM;0.08;8
dolorisme;NOM;0;9
doloriste;NOM;0;9
doléance;NOM;0;8
doléances;NOM;0.46;9
dom;NOM;0.39;3
domaine;NOM;19.21;7
domaines;NOM;2.37;8
domanial;ADJ;0;8
domaniale;ADJ;0;9
domaniaux;ADJ;0;9
domestication;NOM;0.02;13
domesticité;NOM;0.18;11
domestiqua;VER;0;10
domestiquait;VER;0;12
domestique;ADJ;2.69;10
domestique;NOM;4.57;10
domestique;VER;0.11;10
domestiquement;ADV;0;14
domestiquer;VER;0.07;11
domestiques;ADJ;2.07;11
domestiques;NOM;5.52;11
domestiquez;VER;0;11
domestiqué;VER;0.12;10
domestiquée;VER;0.04;11
domestiquées;VER;0.01;12
domestiqués;VER;0.06;11
domicile;NOM;11.6;8
domiciles;NOM;0.09;9
domiciliaires;ADJ;0;13
domiciliation;NOM;0;13
domicilier;VER;0;10
domicilié;VER;0.24;9
domicilié;ADJ;0.52;9
domiciliée;VER;0.14;10
domiciliée;ADJ;0;10
domiciliés;VER;0;10
domiciliés;ADJ;0.01;10
domina;VER;0.27;6
dominaient;VER;0.02;10
dominais;VER;0.02;8
dominait;VER;0.42;8
dominance;NOM;0.14;9
dominant;ADJ;1.41;8
dominant;NOM;0.09;8
dominant;VER;0.29;8
dominante;ADJ;0.68;9
dominante;NOM;0.02;9
dominantes;ADJ;0.04;10
dominantes;NOM;0;10
dominants;ADJ;0.22;9
dominants;NOM;0.02;9
dominateur;ADJ;0.53;10
dominateur;NOM;0.1;10
dominateurs;ADJ;0.01;11
dominateurs;NOM;0;11
domination;NOM;2.39;10
dominations;NOM;0.04;11
dominatrice;ADJ;0.42;11
dominatrice;NOM;0.25;11
dominatrices;ADJ;0.01;12
dominatrices;NOM;0.03;12
domine;VER;4.04;6
dominent;VER;0.73;8
dominer;VER;5.07;7
dominera;VER;0.59;8
dominerai;VER;0.17;9
domineraient;VER;0;12
dominerais;VER;0.01;10
dominerait;VER;0.05;10
domineras;VER;0.11;9
domineriez;VER;0.01;10
dominerions;VER;0;11
dominerons;VER;0.07;10
domineront;VER;0.16;10
domines;VER;0.26;7
dominez;VER;0.11;7
dominicain;ADJ;0.05;10
dominicain;NOM;0.23;10
dominicaine;ADJ;0.12;11
dominicaine;NOM;0.04;11
dominicaines;NOM;0.03;12
dominicains;ADJ;0.01;11
dominicains;NOM;0.28;11
dominical;ADJ;0.1;9
dominicale;ADJ;0.19;10
dominicales;ADJ;0.01;11
dominicaux;ADJ;0.01;10
dominiez;VER;0.02;8
dominion;NOM;0.34;8
dominions;VER;0.01;9
dominions;NOM;0;9
domino;NOM;0.35;6
dominons;VER;0.05;8
dominos;NOM;0.99;7
dominât;VER;0;7
dominèrent;VER;0.01;10
dominé;VER;1.45;6
dominée;VER;1.23;7
dominées;VER;0.15;8
dominés;VER;0.32;7
dommage;NOM;59.43;7
dommage;ONO;25.88;7
dommageable;ADJ;0.1;11
dommageables;ADJ;0.02;12
dommages;NOM;6.16;8
dommages-intérêts;NOM;0.04;17
domotique;NOM;0.02;9
dompta;VER;0;6
domptage;NOM;0;8
domptai;VER;0;7
domptait;VER;0;8
dompte;VER;0.26;6
domptent;VER;0;8
dompter;VER;1;7
dompterai;VER;0;9
dompterait;VER;0;10
dompteur;NOM;1.11;8
dompteurs;NOM;0.16;9
dompteuse;NOM;0.92;9
dompteuses;NOM;0;10
domptez;VER;0.04;7
dompté;VER;0.64;6
dompté;ADJ;0.03;6
domptée;VER;0.19;7
domptée;ADJ;0.1;7
domptées;ADJ;0;8
domptés;VER;0.01;7
domptés;ADJ;0.02;7
don;NOM;35.47;3
dona;NOM;0.5;4
donateur;NOM;0.36;8
donateurs;NOM;0.5;9
donation;NOM;1.23;8
donations;NOM;0.66;9
donatrice;NOM;0.04;9
donc;CON;612.51;4
dondaine;NOM;0;8
dondaines;NOM;0;9
dondon;NOM;0.2;6
dondons;NOM;0.03;7
dong;ONO;0.97;4
donjon;NOM;2.94;6
donjons;NOM;0.2;7
donjuanesque;ADJ;0;12
donjuanisme;NOM;0;11
donna;VER;6.28;5
donnai;VER;0.32;6
donnaient;VER;2.49;9
donnais;VER;5.91;7
donnait;VER;15.97;7
donnant;ADJ;1.38;7
donnant;VER;7.04;7
donnant-donnant;ADV;0.73;15
donnas;VER;0.04;6
donnassent;VER;0;10
donne;NOM;23.73;5
donne;VER;401.06;5
donnent;VER;19.75;7
donner;NOM;0.06;6
donner;VER;233.3;6
donnera;VER;24.6;7
donnerai;VER;30.7;8
donneraient;VER;1.1;11
donnerais;VER;11.18;9
donnerait;VER;6.2;9
donneras;VER;5.49;8
donnerez;VER;4.31;8
donneriez;VER;1.05;9
donnerions;VER;0.05;10
donnerons;VER;2.96;9
donneront;VER;3.68;9
donnes;NOM;1.3;6
donnes;VER;34.32;6
donneur;ADJ;0.53;7
donneur;NOM;4.85;7
donneurs;ADJ;0.14;8
donneurs;NOM;0.84;8
donneuse;ADJ;0.23;8
donneuse;NOM;0.16;8
donneuses;NOM;0.01;9
donnez;VER;118.36;6
donniez;VER;3.04;7
donnions;VER;0.79;8
donnons;VER;6.66;7
donnâmes;VER;0;8
donnât;VER;0.02;6
donnèrent;VER;0.75;9
donné;VER;234.66;5
donné;ADJ;5.32;5
donné;NOM;1.19;5
donnée;VER;16.55;6
donnée;ADJ;0.62;6
donnée;NOM;0.87;6
données;VER;3.98;7
données;ADJ;0.65;7
données;NOM;20.05;7
donnés;VER;7.06;6
donnés;ADJ;0.2;6
donnés;NOM;0.13;6
donquichottesque;ADJ;0;16
donquichottesques;ADJ;0;17
donquichottisme;NOM;0.01;15
dons;NOM;8.31;4
dont;PRO:int;4.21;4
dont;PRO:rel;219.21;4
donzelle;NOM;0.41;8
donzelles;NOM;0.07;9
dopage;NOM;0.1;6
dopais;VER;0.01;6
dopait;VER;0.04;6
dopamine;NOM;1.1;8
dopant;ADJ;0.15;6
dopant;VER;0.01;6
dopants;ADJ;0.04;7
dope;NOM;7.47;4
dope;VER;0.28;4
doper;VER;0.35;5
dopes;NOM;0;5
dopes;VER;0.05;5
dopez;VER;0.02;5
doping;NOM;0.01;6
doppler;NOM;0.01;7
dopé;VER;0.46;4
dopée;VER;0.05;5
dopés;VER;0.06;5
dora;VER;0;4
dorade;NOM;0.22;6
dorades;NOM;0.4;7
dorage;NOM;0;6
doraient;VER;0;8
dorais;VER;0.01;6
dorait;VER;0;6
dorant;VER;0.15;6
dorcades;NOM;0;8
dore;VER;0.3;4
dorent;VER;0.01;6
dorer;VER;0.23;5
dorera;VER;0;6
doreront;VER;0.01;8
doreurs;NOM;0;7
doriennes;ADJ;0;9
doriens;ADJ;0;7
dorique;ADJ;0.01;7
doriques;ADJ;0;8
dorlotait;VER;0.01;9
dorlotant;VER;0.02;9
dorlote;VER;0.28;7
dorlotent;VER;0.03;9
dorloter;VER;0.79;8
dorloterai;VER;0.01;10
dorloterons;VER;0;11
dorlotez;VER;0.05;8
dorloté;VER;0.15;7
dorlotée;VER;0.18;8
dorlotées;VER;0;9
dorlotés;VER;0.04;8
dormaient;VER;1.45;9
dormais;VER;14.36;7
dormait;VER;9.72;7
dormance;NOM;0.03;8
dormant;ADJ;1.21;7
dormant;NOM;0.21;7
dormant;VER;3.16;7
dormante;ADJ;0.07;8
dormantes;ADJ;0.17;9
dormants;ADJ;0.18;8
dormants;NOM;0;8
dorme;VER;4.13;5
dorment;VER;10.48;7
dormes;VER;2.23;6
dormeur;ADJ;0.48;7
dormeur;NOM;0.82;7
dormeurs;ADJ;0.11;8
dormeurs;NOM;0.16;8
dormeuse;ADJ;0.01;8
dormeuse;NOM;0.23;8
dormeuses;NOM;0;9
dormez;VER;12.35;6
dormi;VER;41.25;5
dormiez;VER;2.4;7
dormions;VER;0.41;8
dormir;VER;160.77;6
dormira;VER;4.37;7
dormirai;VER;3.62;8
dormiraient;VER;0.17;11
dormirais;VER;0.87;9
dormirait;VER;0.35;9
dormiras;VER;3.39;8
dormirent;VER;0.14;9
dormirez;VER;2.22;8
dormiriez;VER;0.03;9
dormirions;VER;0.01;10
dormirons;VER;0.28;9
dormiront;VER;0.7;9
dormis;VER;0.47;6
dormit;VER;0.29;6
dormitif;ADJ;0.03;8
dormition;NOM;0;9
dormons;VER;2.38;7
dormîmes;VER;0;8
dormît;VER;0;6
dors;VER;55.03;4
dorsal;ADJ;0.17;6
dorsale;ADJ;0.79;7
dorsale;NOM;0.07;7
dorsales;ADJ;0.04;8
dorsaux;ADJ;0.11;7
dort;VER;55.05;4
dortoir;NOM;4.83;7
dortoirs;NOM;0.46;8
dorure;NOM;0.07;6
dorures;NOM;0.15;7
doryphore;NOM;0.01;9
doryphores;NOM;0;10
doré;VER;0.9;4
doré;ADJ;2.62;4
dorée;VER;0.46;5
dorée;ADJ;2.31;5
dorée;NOM;0.2;5
dorées;VER;0.08;6
dorées;ADJ;0.87;6
dorées;NOM;0.16;6
dorénavant;ADV;7.2;10
dorés;VER;0.52;5
dorés;ADJ;1.53;5
dos;NOM;100.34;3
dos-d'âne;NOM;0.01;9
dosage;NOM;1.67;6
dosages;NOM;0.22;7
dosaient;VER;0;8
dosais;VER;0;6
dosait;VER;0;6
dosant;VER;0;6
dose;NOM;14.23;4
dose;VER;0.14;4
dosent;VER;0;6
doser;VER;0.13;5
doses;NOM;4.21;5
doses;VER;0.17;5
doseur;NOM;0.18;6
doseurs;NOM;0.01;7
dosimètre;NOM;0.03;9
dossard;NOM;0.14;7
dossards;NOM;0.01;8
dosseret;NOM;0;8
dossier;NOM;57.2;7
dossiers;NOM;21.71;8
dossière;NOM;0;8
dossières;NOM;0;9
dostoïevskiens;ADJ;0;14
dosé;VER;0.13;4
dosée;VER;0.01;5
dosées;VER;0;6
dosés;VER;0.03;5
dot;NOM;4.66;3
dota;VER;0;4
dotaient;VER;0;8
dotait;VER;0;6
dotant;VER;0.01;6
dotation;NOM;0.12;8
dote;VER;0.23;4
doter;VER;0.34;5
dots;NOM;0.07;4
doté;VER;1.82;4
doté;ADJ;0.04;4
dotée;VER;0.99;5
dotée;ADJ;0.15;5
dotées;VER;0.08;6
dotées;ADJ;0;6
dotés;VER;0.61;5
dotés;ADJ;0.01;5
douaire;NOM;0.01;7
douairière;NOM;0.05;10
douairières;NOM;0;11
douait;VER;0;6
douane;NOM;4.33;6
douanes;NOM;1.79;7
douanier;ADJ;0.31;8
douanier;NOM;0.87;8
douaniers;ADJ;0.26;9
douaniers;NOM;1.14;9
douanière;ADJ;0.01;9
douanières;ADJ;0.04;10
douar;NOM;0;5
douars;NOM;0;6
doubla;VER;0.2;6
doublage;NOM;0.42;8
doublages;NOM;0.01;9
doublai;VER;0;7
doublaient;VER;0.01;10
doublais;VER;0.03;8
doublait;VER;0.08;8
doublant;VER;0.06;8
doublard;NOM;0.01;8
doublards;NOM;0.01;9
double;ADJ;28.68;6
double;NOM;18.06;6
double;VER;3.96;6
double-cliquer;VER;0.01;14
double-cliqué;VER;0.07;13
double-croche;NOM;0.01;13
double-décimètre;NOM;0;16
double-fond;NOM;0.01;11
double-six;NOM;0.14;10
doubleau;NOM;0;8
doubleaux;NOM;0;9
doublement;ADV;1.36;10
doublement;NOM;0.03;10
doublent;VER;0.19;8
doubler;NOM;0.18;7
doubler;VER;4.65;7
doublera;VER;0.11;8
doublerai;VER;0.12;9
doubleraient;VER;0.01;12
doublerait;VER;0.1;10
doublerez;VER;0.01;9
doublerons;VER;0.03;10
doubles;ADJ;1.78;7
doubles;NOM;1.27;7
doubles;VER;0.33;7
doublet;NOM;0;7
doublets;NOM;0;8
doublette;NOM;0.14;9
doubleur;NOM;0.07;8
doubleuse;NOM;0.01;9
doubleuses;NOM;0.01;10
doublez;VER;1.02;7
doubliez;VER;0.02;8
doublions;VER;0;9
doublon;NOM;0.06;7
doublonner;VER;0.01;10
doublons;VER;0.09;8
doublons;NOM;0.16;8
doublure;NOM;3.7;8
doublures;NOM;0.14;9
doublât;VER;0;7
doublèrent;VER;0;10
doublé;VER;3.13;6
doublé;ADJ;0.34;6
doublé;NOM;0.71;6
doublée;VER;0.5;7
doublée;ADJ;0.05;7
doublées;VER;0.04;8
doublées;ADJ;0.01;8
doublés;VER;0.61;7
doublés;ADJ;0.14;7
doublés;NOM;0;7
douce;NOM;0.01;5
douce;ADJ;44.7;5
douce-amère;ADJ;0.06;11
douce-amère;NOM;0;11
doucement;ADV;103.81;9
doucereuse;ADJ;0.04;10
doucereusement;ADV;0;14
doucereuses;ADJ;0;11
doucereux;ADJ;0.25;9
douces;ADJ;6.77;6
douces-amères;NOM;0;13
doucet;ADJ;0.02;6
doucette;ADJ;0;8
doucette;NOM;0.01;8
doucettement;ADV;0;12
douceur;NOM;16.02;7
douceurs;NOM;0.85;8
douceâtre;ADJ;0.15;9
douceâtres;ADJ;0;10
doucha;VER;0.14;6
douchais;VER;0.09;8
douchait;VER;0.03;8
douchant;VER;0.01;8
douche;NOM;32.56;6
douche;VER;1.29;6
douchent;VER;0.14;8
doucher;VER;3.29;7
douchera;VER;0.01;8
doucherai;VER;0;9
doucheras;VER;0.02;9
douches;NOM;3.49;7
douches;VER;0.2;7
doucheur;NOM;0;8
douchez;VER;0.05;7
douchiez;VER;0.01;8
douchons;VER;0.02;8
douché;VER;0.99;6
douchée;VER;0.19;7
douchés;VER;0.27;7
doucie;VER;0.02;6
doucin;NOM;0;6
doucine;NOM;0.01;7
doucins;NOM;0;7
doudou;NOM;0.58;6
doudoune;NOM;0.46;8
doudounes;NOM;0.46;9
douelle;NOM;0;7
douelles;NOM;0;8
douer;VER;0;5
douglas;NOM;0.09;7
douillait;VER;0;9
douille;NOM;1.79;7
douille;VER;0.04;7
douillent;VER;0;9
douiller;VER;0.17;8
douillera;VER;0;9
douilles;NOM;1.88;8
douilles;VER;0.01;8
douillet;ADJ;1.97;8
douillets;ADJ;0.04;9
douillette;ADJ;0.58;10
douillette;NOM;0.04;10
douillettement;ADV;0.03;14
douillettes;ADJ;0.04;11
douillettes;NOM;0;11
douillons;NOM;0;9
douillé;VER;0;7
douillée;VER;0;8
douleur;NOM;65.78;7
douleurs;NOM;10.1;8
douloureuse;ADJ;4.05;11
